Word	Term_id	Document_List
sinist	term_id_1929	['document_46', 'document_99', 'document_112', 'document_140', 'document_193', 'document_202', 'document_220', 'document_226']
brew	term_id_1930	['document_46']
transport	term_id_1931	['document_46', 'document_111', 'document_162', 'document_170', 'document_248']
peril	term_id_1932	['document_46', 'document_93', 'document_114', 'document_167', 'document_206', 'document_226', 'document_243']
supernatur	term_id_1933	['document_46', 'document_105', 'document_196']
enigmat	term_id_1934	['document_46', 'document_69', 'document_132', 'document_136', 'document_194', 'document_269', 'document_298']
alreadi	term_id_1935	['document_46', 'document_95', 'document_106', 'document_154', 'document_248']
season	term_id_1936	['document_46', 'document_112', 'document_155', 'document_263']
murri	term_id_1937	['document_47']
wrinkl	term_id_1938	['document_47']
l'engle'	term_id_1939	['document_47']
medal	term_id_1940	['document_47', 'document_53', 'document_62']
madelein	term_id_1941	['document_47']
calvin	term_id_1942	['document_47', 'document_258']
meg	term_id_1943	['document_47', 'document_70']
1963	term_id_1944	['document_47']
winner	term_id_1945	['document_47', 'document_53', 'document_56', 'document_62', 'document_81', 'document_217']
beckon	term_id_1946	['document_47', 'document_193']
o'keef	term_id_1947	['document_47']
quintet	term_id_1948	['document_47']
wallac	term_id_1949	['document_47']
charl	term_id_1950	['document_47', 'document_55', 'document_59', 'document_180', 'document_256', 'document_286']
aunt	term_id_1951	['document_48', 'document_113', 'document_200', 'document_269']
recount	term_id_1952	['document_48', 'document_99', 'document_148', 'document_170']
slave	term_id_1953	['document_48', 'document_217', 'document_260']
nineteenth	term_id_1954	['document_48']
mistak	term_id_1955	['document_48', 'document_156', 'document_220', 'document_269']
royalti	term_id_1956	['document_48', 'document_87']
scoundrel	term_id_1957	['document_48']
tom	term_id_1958	['document_48', 'document_65', 'document_113']
sawyer'	term_id_1959	['document_48']
river	term_id_1960	['document_48', 'document_113', 'document_127', 'document_231', 'document_279', 'document_287', 'document_289']
sake	term_id_1961	['document_49']
14	term_id_1962	['document_49']
rumbl	term_id_1963	['document_49']
x	term_id_1964	['document_49']
accord	term_id_1965	['document_49', 'document_198']
978	term_id_1966	['document_49']
current	term_id_1967	['document_49']
will	term_id_1968	['document_49', 'document_110', 'document_298']
limousin	term_id_1969	['document_49']
money	term_id_1970	['document_49', 'document_61', 'document_70', 'document_86', 'document_144', 'document_270', 'document_276', 'document_281']
0	term_id_1971	['document_49']
2008	term_id_1972	['document_49', 'document_264']
whether	term_id_1973	['document_49', 'document_133', 'document_169', 'document_219', 'document_225', 'document_285']
gang	term_id_1974	['document_49', 'document_83']
attitud	term_id_1975	['document_49']
greaser	term_id_1976	['document_49']
38572	term_id_1977	['document_49']
soc	term_id_1978	['document_49']
curti	term_id_1979	['document_49']
1995	term_id_1980	['document_49']
038572	term_id_1981	['document_49']
skin	term_id_1982	['document_49', 'document_57', 'document_202', 'document_222']
ponyboy'	term_id_1983	['document_49']
4	term_id_1984	['document_49']
bifurc	term_id_1985	['document_49']
1988	term_id_1986	['document_49']
wrong	term_id_1987	['document_49', 'document_133', 'document_135', 'document_212', 'document_225', 'document_287']
johnni	term_id_1988	['document_49']
teach	term_id_1989	['document_49', 'document_137', 'document_146', 'document_175', 'document_182', 'document_245', 'document_262', 'document_283', 'document_288']
crumbl	term_id_1990	['document_49', 'document_226']
140	term_id_1991	['document_49']
longer	term_id_1992	['document_49', 'document_52', 'document_61', 'document_136']
right	term_id_1993	['document_49', 'document_133', 'document_155', 'document_165', 'document_182', 'document_199', 'document_225', 'document_229']
week	term_id_1994	['document_49', 'document_122', 'document_144', 'document_201', 'document_241', 'document_252']
ponyboy	term_id_1995	['document_49']
build	term_id_1996	['document_50', 'document_65', 'document_90', 'document_139', 'document_144', 'document_263', 'document_267', 'document_273']
bone	term_id_1997	['document_50', 'document_77', 'document_153']
track	term_id_1998	['document_50', 'document_94', 'document_123', 'document_204', 'document_243']
decemb	term_id_1999	['document_50']
stricken	term_id_2000	['document_50']
susi	term_id_2001	['document_50']
joy	term_id_2002	['document_50', 'document_113', 'document_144', 'document_155', 'document_175', 'document_179', 'document_182', 'document_220', 'document_231', 'document_244', 'document_257']
fish	term_id_2003	['document_50', 'document_156', 'document_231', 'document_263']
grief	term_id_2004	['document_50', 'document_152', 'document_157']
killer	term_id_2005	['document_50', 'document_130', 'document_204', 'document_224', 'document_237', 'document_249', 'document_287']
heaven	term_id_2006	['document_50', 'document_131', 'document_145', 'document_292']
fourteen	term_id_2007	['document_50', 'document_96', 'document_103', 'document_209']
miracul	term_id_2008	['document_50', 'document_96', 'document_223', 'document_283']
6	term_id_2009	['document_50']
salmon	term_id_2010	['document_50']
adjust	term_id_2011	['document_50']
rumor	term_id_2012	['document_50', 'document_229']
succe	term_id_2013	['document_50']
trade	term_id_2014	['document_50', 'document_189', 'document_203', 'document_205']
1973	term_id_2015	['document_50']
unspeak	term_id_2016	['document_50', 'document_152', 'document_191', 'document_237', 'document_252']
exhaust	term_id_2017	['document_51']
naughti	term_id_2018	['document_51']
room	term_id_2019	['document_51', 'document_107', 'document_113', 'document_147', 'document_164', 'document_184', 'document_207', 'document_211', 'document_235', 'document_282']
sent	term_id_2020	['document_51', 'document_139', 'document_289']
max	term_id_2021	['document_51', 'document_155']
sail	term_id_2022	['document_51', 'document_256', 'document_263']
supper	term_id_2023	['document_51', 'document_144']
bed	term_id_2024	['document_51', 'document_113', 'document_118', 'document_164', 'document_220']
savor	term_id_2025	['document_52', 'document_53', 'document_228']
rhyme	term_id_2026	['document_52', 'document_107', 'document_184']
inde	term_id_2027	['document_52', 'document_153', 'document_187']
insist	term_id_2028	['document_52', 'document_183', 'document_225', 'document_229']
goat	term_id_2029	['document_52']
boat	term_id_2030	['document_52', 'document_54', 'document_170', 'document_232']
persist	term_id_2031	['document_52']
cumul	term_id_2032	['document_52']
beginn	term_id_2033	['document_52', 'document_134']
treat	term_id_2034	['document_52', 'document_202', 'document_293']
snack	term_id_2035	['document_52']
delect	term_id_2036	['document_52']
seuss	term_id_2037	['document_52', 'document_134', 'document_166', 'document_187']
signatur	term_id_2038	['document_52']
dr	term_id_2039	['document_52', 'document_67', 'document_113', 'document_134', 'document_155', 'document_166', 'document_187', 'document_230', 'document_288']
unmistak	term_id_2040	['document_52']
encourag	term_id_2041	['document_52', 'document_187']
famou	term_id_2042	['document_52', 'document_67', 'document_107', 'document_119', 'document_145', 'document_161', 'document_198', 'document_203', 'document_245', 'document_277', 'document_298']
cement	term_id_2043	['document_52']
egg	term_id_2044	['document_52', 'document_122', 'document_231']
ham	term_id_2045	['document_52']
commentari	term_id_2046	['document_53', 'document_228', 'document_267']
knox'	term_id_2047	['document_53']
literature'	term_id_2048	['document_53', 'document_200', 'document_228']
voyag	term_id_2049	['document_53']
legend	term_id_2050	['document_53', 'document_101', 'document_176', 'document_208', 'document_215', 'document_217', 'document_278', 'document_285']
access	term_id_2051	['document_53', 'document_61', 'document_72']
manheim	term_id_2052	['document_53']
poem	term_id_2053	['document_53', 'document_98', 'document_145', 'document_236', 'document_292']
everyman'	term_id_2054	['document_53']
odysseus'	term_id_2055	['document_53']
classicist	term_id_2056	['document_53', 'document_228']
renown	term_id_2057	['document_53', 'document_228']
scholar	term_id_2058	['document_53', 'document_57', 'document_59', 'document_190', 'document_197', 'document_228', 'document_231', 'document_277', 'document_285', 'document_296']
sing	term_id_2059	['document_53', 'document_155', 'document_245']
fagles'	term_id_2060	['document_53']
ten	term_id_2061	['document_53', 'document_107', 'document_198', 'document_235', 'document_252', 'document_260', 'document_274']
wili	term_id_2062	['document_53']
relianc	term_id_2063	['document_53']
odyssey	term_id_2064	['document_53', 'document_58', 'document_192', 'document_228', 'document_242', 'document_268']
intensifi	term_id_2065	['document_53']
textual	term_id_2066	['document_53', 'document_228']
grandest	term_id_2067	['document_53', 'document_138']
troy	term_id_2068	['document_53']
sheer	term_id_2069	['document_53', 'document_193', 'document_228', 'document_277']
aloud	term_id_2070	['document_53', 'document_155', 'document_228', 'document_282']
greatest	term_id_2071	['document_53', 'document_65', 'document_74', 'document_85', 'document_94', 'document_98', 'document_101', 'document_137', 'document_182', 'document_185', 'document_209', 'document_216', 'document_221', 'document_228', 'document_251', 'document_255', 'document_257', 'document_292']
energi	term_id_2072	['document_53', 'document_110', 'document_153', 'document_228']
1996	term_id_2073	['document_53', 'document_258']
turnsdriven	term_id_2074	['document_53']
hallow	term_id_2075	['document_53']
idiom	term_id_2076	['document_53']
trojan	term_id_2077	['document_53', 'document_228']
fagl	term_id_2078	['document_53', 'document_228']
introduct	term_id_2079	['document_53', 'document_59', 'document_83', 'document_135', 'document_148', 'document_190', 'document_197', 'document_200', 'document_207', 'document_228', 'document_229', 'document_232', 'document_277', 'document_286']
vers	term_id_2080	['document_53', 'document_187']
griffin	term_id_2081	['document_53']
ralph	term_id_2082	['document_53', 'document_153', 'document_291']
iliad	term_id_2083	['document_53']
retold	term_id_2084	['document_53', 'document_176', 'document_232']
jasper	term_id_2085	['document_53']
muse	term_id_2086	['document_53', 'document_175']
masteri	term_id_2087	['document_53', 'document_228']
homer'	term_id_2088	['document_53']
plunderedth	term_id_2089	['document_53']
divin	term_id_2090	['document_53', 'document_100', 'document_104', 'document_145', 'document_157', 'document_216', 'document_283']
